Latitude,Longitude,Altitude,Mac
32.104399074436365,35.209501435511775,720.952261187317,b2:6c:ac:9f:f1:c5
32.10311265812311,35.20972712999356,698.4515190341033,3c:52:82:ef:c4:3c
32.10360134400595,35.210013987822066,698.4176637636872,1c:b9:c4:16:e5:a8
32.1035812,35.20879533000001,702.3207686500001,1c:b9:c4:16:12:e8
32.10297964059615,35.20863487962752,700.7231443800189,ec:8c:a2:88:94:17
32.10245839,35.20743113,694.8881938,06:ae:db:3a:64:05
32.103084401108404,35.20980205816045,703.6232781218768,1c:b9:c4:16:ed:3c
32.104232360831354,35.21117844897863,704.2993113790975,1c:b9:c4:14:36:fc
32.10251814,35.20734901,698.9056862,d0:0f:6d:f1:35:2f
32.103779866801545,35.20781816162754,690.4231966181052,ec:8c:a2:88:a9:27
32.10361868641025,35.2078167111954,690.5070725832499,ec:8c:a2:08:a9:28
32.10204919904429,35.20957634167495,691.331833627447,1c:b9:c4:15:3a:3c
32.10402975598052,35.209416402711405,705.2426567190179,b2:6c:ac:a0:3d:eb
32.10376648205501,35.207831805206744,690.3776745990665,ec:8c:a2:08:a9:2c
32.10227173765646,35.20927735903117,704.3875712171651,1c:b9:c4:16:04:7c
32.10258799,35.20759021,693.1085203,14:ae:db:58:0d:6d
32.10364787643557,35.21008034812041,700.8670325154935,1c:b9:c4:16:ed:48
32.10621149,35.21194839,689.2763253,00:1a:dd:f4:fc:85
32.10304955529786,35.20882608051805,691.9886411628374,ec:8c:a2:08:94:18
32.10276969128207,35.2075361737085,695.1730814227403,ec:8c:a2:08:a9:38
32.10621149,35.21194839,689.2763253,f8:e7:1e:33:87:38
32.10621149,35.21194839,689.2763253,00:1a:dd:f4:fc:84
32.10325457,35.20776622,690.8153989,ec:8c:a2:88:a9:37
32.10429525881002,35.2094596585698,689.2506394283968,a2:6c:ac:a0:60:4d
32.10487230103614,35.21096167385662,695.4916420160698,1c:b9:c4:14:2b:c8
32.104659554350086,35.209755620481566,698.1032975811321,b2:6c:ac:9f:fb:1f
32.102945224590165,35.207673273278694,691.0835484311476,ec:8c:a2:08:a9:3c
32.10271412894763,35.20895570595625,693.8490516125772,1c:b9:c4:14:2f:68
32.1048753482278,35.21081991719365,708.9043805740454,1c:b9:c4:16:05:7c
32.10227804749559,35.209267380823434,697.3514191571016,1c:b9:c4:94:2b:d7
32.10291725488553,35.20991663946123,702.1169667544998,00:1d:aa:81:d8:3c
32.10199116,35.20958211,691.3292747,1c:b9:c4:95:43:e7
32.10456879065022,35.20969929955878,704.3331469515239,a2:6c:ac:a0:60:55
32.10489300750747,35.20928225112237,690.7435731246444,b2:6c:ac:9f:fb:27
32.10461272,35.20792964,689.6670161,ec:8c:a2:08:92:48
32.1040793,35.20894494,693.2106003,1c:b9:c4:15:23:5c
32.10473133,35.21000489,687.0,58:70:c6:fb:96:30
32.10360555,35.20981183,696.984537,1c:b9:c4:16:e5:ac
32.10493454843041,35.210993686209285,688.9904963231984,ec:8c:a2:08:79:88
32.102635300517704,35.208964324521915,697.8887699652934,1c:b9:c4:15:43:e8
32.1023503924628,35.209270425300495,692.2206133056385,1c:b9:c4:14:2b:d8
32.10461272,35.20792964,689.6670161,ec:8c:a2:08:92:4c
32.10413713,35.21082446,704.7212452,c8:be:19:07:77:b9
32.10502713176991,35.21103245132743,700.7822284442477,1c:b9:c4:94:2b:c7
32.10469340120761,35.20992463314879,706.1602376529412,8c:0c:90:6f:36:58
32.104756095880944,35.20996993102034,699.1416431451049,8c:0c:90:2f:36:58
32.10404793542542,35.20944739221484,699.4726586985432,90:6c:ac:a0:3d:eb
32.10338816,35.20978021,713.0579803,1c:b9:c4:15:1c:bc
32.105200955111236,35.21181344661473,694.518761713327,00:27:19:13:fc:a4
32.10381301,35.21016707,708.0,24:79:2a:2b:02:78
32.10293474,35.20878314,707.529971,1c:b9:c4:94:2f:67
32.10478191918645,35.209901604423976,692.4515019115445,d0:bf:9c:db:31:30
32.1029743,35.20769755,690.9460551,ec:8c:a2:09:93:b8
32.105071233211646,35.21145722437702,693.5785828160674,24:79:2a:2b:34:e8
32.1040793,35.20894494,693.2106003,1c:b9:c4:95:23:57
32.10490479,35.21124745,697.4311692,1c:b9:c4:96:05:77
32.10474884029741,35.210693424154854,701.9723431969368,1c:b9:c4:16:05:78
32.104182241655565,35.20926223555135,698.5264667721594,1c:b9:c4:15:23:58
32.10218764382711,35.20929027070707,694.1649424249407,3c:52:82:ef:d4:56
32.10300921,35.2096084,701.0,e4:95:6e:40:87:1a
32.10228588900914,35.20937915367466,699.9422742625173,1c:b9:c4:16:f1:48
32.103607023662725,35.209908177216754,700.2261390593166,3c:52:82:ef:d4:52
32.10467546372808,35.20977282341278,695.4076748117046,90:6c:ac:a0:7b:4d
32.10544864,35.21192983,691.5885471,1c:b9:c4:96:cd:17
32.10215532,35.209260065,703.3361961,1c:b9:c4:96:f1:47
32.10466541271468,35.210817885209806,700.9937878287272,00:11:6b:11:7e:0c
32.10474846,35.21005988,687.0,70:5a:0f:57:04:17
32.103665969721916,35.20943785104879,701.5128020698609,8c:0c:90:2e:16:88
32.104250808788095,35.21062416851403,694.768263501896,24:79:2a:2b:24:98
32.10353355,35.20781292,690.579513,00:27:22:f3:bb:3a
32.10298530552546,35.20969269662513,701.7019224858896,1c:b9:c4:14:30:3c
32.10441405,35.20788087,689.9496965,84:c9:b2:4a:e7:87
32.10251744,35.20733873,695.5775666,00:8c:54:90:ce:d1
32.10576014795497,35.2120639949368,690.4608693475203,1c:b9:c4:16:cd:18
32.10474846,35.21005988,687.0,1c:b9:c4:15:25:4c
32.10578181,35.21207188,690.5323471,f8:e7:1e:33:87:3c
32.10544864,35.21192983,691.5885471,1c:b9:c4:15:3a:28
32.1036511338293,35.20818645055072,693.5284770476242,00:25:86:cc:00:f8
32.10406542,35.21056381,697.5076284,24:79:2a:2b:24:9c
32.10421175,35.21118934,697.9876833,1c:b9:c4:94:36:f7
32.10521012,35.21178481,692.3377116,8c:0c:90:af:76:53
