Latitude,Longitude,Altitude,Mac
32.104120940418746,35.20909271850671,685.0,b2:6c:ac:9f:f1:c5
32.10406321,35.20902709,685.0,b2:6c:ac:a0:7b:4d
32.10423611,35.21138319,700.0,1c:b9:c4:95:41:77
32.103838000865395,35.21000470822679,698.6908557467888,1c:b9:c4:15:fd:48
32.10293021025225,35.20969477829112,707.551912761377,3c:52:82:ef:c4:3c
32.10340998,35.20969477,704.4103268,1c:b9:c4:16:e5:a8
32.10295801443836,35.2096777400274,707.8478868695892,1c:b9:c4:95:ec:37
32.10412387,35.21091349,700.0,8c:0c:90:2f:d3:d8
32.10270218423209,35.20982755067287,710.1110186784988,1c:b9:c4:14:2c:3c
32.10285049573269,35.20887728427357,686.3118177377052,1c:b9:c4:16:f4:78
32.10299286801841,35.2087247441551,686.1497893587143,8c:0c:90:2d:75:e8
32.10443396039875,35.21083206837683,694.780305912792,1c:b9:c4:15:41:78
32.10305306,35.20978446,693.0,1c:b9:c4:15:ec:38
32.10385601291003,35.20909369934647,687.0,1c:b9:c4:16:1d:78
32.10296049,35.20969913,702.14288,1c:b9:c4:16:ed:3c
32.10238085,35.21000654,712.1937427,1c:b9:c4:15:1e:6c
32.10481492,35.2114539,695.0,1c:b9:c4:15:fd:e8
32.10475343,35.21007474,689.0,00:1a:dd:f5:df:c5
32.10406321,35.20902709,685.0,b2:6c:ac:a0:3d:eb
32.10275183237388,35.20948897757103,696.4616326173038,1c:b9:c4:16:ee:98
32.103269811877105,35.20978049144454,710.8779586256703,1c:b9:c4:96:f4:77
32.10295457,35.208804300000004,686.0,1c:b9:c4:12:7c:c8
32.1026849,35.20979542,707.8280473,1c:b9:c4:96:11:a7
32.103718923267124,35.21036012718466,697.529939046253,1c:b9:c4:16:ed:48
32.10353904,35.20994639,710.4770499,1c:b9:c4:95:fd:47
32.1037249,35.21020742,710.7830608,24:79:2a:2c:5c:1c
32.104759929925926,35.21030941016326,687.2863071626666,1c:b9:c4:16:2d:e8
32.102505779588284,35.20955531051899,690.8556103218325,1c:b9:c4:15:1e:68
32.10342274,35.2097119,704.2450229,1c:b9:c4:96:ed:47
32.10275085,35.20975956,707.6527665,1c:b9:c4:96:ee:97
32.10440239,35.20946023,687.0,a2:6c:ac:a0:18:29
32.10298497797084,35.20966477013047,704.8276915442455,1c:b9:c4:12:af:7c
32.103376617198904,35.209958683044434,698.3196084734795,1c:b9:c4:14:2b:88
32.10342274,35.2097119,704.2450229,1c:b9:c4:95:ed:b7
32.1038101,35.21028362,710.9061261,1c:b9:c4:96:e5:a7
32.10307379422832,35.208807000377206,686.9664072843237,ec:8c:a2:08:94:18
32.103156517673995,35.20952905002042,690.808214347335,1c:b9:c4:12:90:b8
32.10337114,35.20971025,704.1006958,1c:b9:c4:94:2b:87
